Country,Series,Year,NY.GDP.PCAP.CD
"Congo, Dem. Rep.",GDP per capita (current US$),2017,467.07423172679
"Congo, Dem. Rep.",GDP per capita (current US$),2018,560.807358238634
"Congo, Dem. Rep.",GDP per capita (current US$),2019,580.716870645391
"Congo, Dem. Rep.",GDP per capita (current US$),2020,543.950392515803
"Congo, Rep.",GDP per capita (current US$),2016,2050.99341477232
"Congo, Rep.",GDP per capita (current US$),2017,2169.99150353963
"Congo, Rep.",GDP per capita (current US$),2018,2606.6153307839
"Congo, Rep.",GDP per capita (current US$),2019,2369.72949429109
"Congo, Rep.",GDP per capita (current US$),2020,1846.13129708695
Costa Rica,GDP per capita (current US$),2016,12011.2227544354
Costa Rica,GDP per capita (current US$),2017,12225.5744931403
Costa Rica,GDP per capita (current US$),2018,12485.423896168
Costa Rica,GDP per capita (current US$),2019,12693.8279560372
Costa Rica,GDP per capita (current US$),2020,12140.8541545754
Cote d'Ivoire,GDP per capita (current US$),2016,2013.38144761651
Cote d'Ivoire,GDP per capita (current US$),2017,2111.02655726645
Cote d'Ivoire,GDP per capita (current US$),2018,2314.05095836881
Cote d'Ivoire,GDP per capita (current US$),2019,2276.3323939018
Cote d'Ivoire,GDP per capita (current US$),2020,2325.72370502247
Croatia,GDP per capita (current US$),2016,12527.7398569824
Croatia,GDP per capita (current US$),2017,13629.289592247
Croatia,GDP per capita (current US$),2018,15227.5600968096
Croatia,GDP per capita (current US$),2019,15311.766903695
Croatia,GDP per capita (current US$),2020,14134.1626811193
Cuba,GDP per capita (current US$),2016,8060.79659761513
Cuba,GDP per capita (current US$),2017,8541.21368643707
Cuba,GDP per capita (current US$),2018,8824.19400843842
Cuba,GDP per capita (current US$),2019,9125.8786794952
Cuba,GDP per capita (current US$),2020,9477.85287326771
Curacao,GDP per capita (current US$),2016,19555.3658492891
Curacao,GDP per capita (current US$),2017,19457.5315232205
Curacao,GDP per capita (current US$),2018,19630.8934873019
Curacao,GDP per capita (current US$),2019,19701.270377457
Curacao,GDP per capita (current US$),2020,16745.7243140176
Cyprus,GDP per capita (current US$),2016,24605.9208328767
Cyprus,GDP per capita (current US$),2017,26444.0743777801
Cyprus,GDP per capita (current US$),2018,29089.4713273857
Cyprus,GDP per capita (current US$),2019,28288.4615757198
Cyprus,GDP per capita (current US$),2020,26623.8008913181
Czech Republic,GDP per capita (current US$),2016,18575.2320271915
Czech Republic,GDP per capita (current US$),2017,20636.199952435
Czech Republic,GDP per capita (current US$),2018,23419.7356136502
Czech Republic,GDP per capita (current US$),2019,23660.1488068317
Czech Republic,GDP per capita (current US$),2020,22932.2249686565
Denmark,GDP per capita (current US$),2016,54663.9983719195
Denmark,GDP per capita (current US$),2017,57610.0981801135
Denmark,GDP per capita (current US$),2018,61591.9288698958
Denmark,GDP per capita (current US$),2019,59775.7350964515
Denmark,GDP per capita (current US$),2020,61063.3164304238
Djibouti,GDP per capita (current US$),2016,2802.16620395446
Djibouti,GDP per capita (current US$),2017,2914.35819688602
Djibouti,GDP per capita (current US$),2018,3141.86171059002
Djibouti,GDP per capita (current US$),2019,3414.9161775746
Djibouti,GDP per capita (current US$),2020,3425.48417585803
Dominica,GDP per capita (current US$),2016,8080.96862341186
Dominica,GDP per capita (current US$),2017,7274.517730717
Dominica,GDP per capita (current US$),2018,7687.46296348005
Dominica,GDP per capita (current US$),2019,8516.28003895161
Dominica,GDP per capita (current US$),2020,7003.85902147233
Dominican Republic,GDP per capita (current US$),2016,7280.88361041225
Dominican Republic,GDP per capita (current US$),2017,7609.35327534023
Dominican Republic,GDP per capita (current US$),2018,8050.64407623416
Dominican Republic,GDP per capita (current US$),2019,8282.11713050921
Dominican Republic,GDP per capita (current US$),2020,7268.1969096591
Ecuador,GDP per capita (current US$),2016,6060.09296156791
Ecuador,GDP per capita (current US$),2017,6213.50312736888
Ecuador,GDP per capita (current US$),2018,6295.93466163992
Ecuador,GDP per capita (current US$),2019,6222.52465327248
Ecuador,GDP per capita (current US$),2020,5600.38961495341
"Egypt, Arab Rep.",GDP per capita (current US$),2016,3519.8732398108
"Egypt, Arab Rep.",GDP per capita (current US$),2017,2444.29038718448
"Egypt, Arab Rep.",GDP per capita (current US$),2018,2537.12518504712
"Egypt, Arab Rep.",GDP per capita (current US$),2019,3019.09228346646
"Egypt, Arab Rep.",GDP per capita (current US$),2020,3569.20684121108
El Salvador,GDP per capita (current US$),2016,3805.99568574434
El Salvador,GDP per capita (current US$),2017,3910.25440332717
El Salvador,GDP per capita (current US$),2018,4052.62477533742
El Salvador,GDP per capita (current US$),2019,4167.73093878563
El Salvador,GDP per capita (current US$),2020,3798.63652082321
Equatorial Guinea,GDP per capita (current US$),2016,9250.31649333951
Equatorial Guinea,GDP per capita (current US$),2017,9667.8578009346
Equatorial Guinea,GDP per capita (current US$),2018,10005.6167917268
Equatorial Guinea,GDP per capita (current US$),2019,8419.9333361253
Equatorial Guinea,GDP per capita (current US$),2020,7143.23870497146
Eritrea,GDP per capita (current US$),2016,
Eritrea,GDP per capita (current US$),2017,
Eritrea,GDP per capita (current US$),2018,
Eritrea,GDP per capita (current US$),2019,
Eritrea,GDP per capita (current US$),2020,
Estonia,GDP per capita (current US$),2016,18282.9233927131
Estonia,GDP per capita (current US$),2017,20387.2831474612
Estonia,GDP per capita (current US$),2018,23052.3012559586
Estonia,GDP per capita (current US$),2019,23397.1200148694
Estonia,GDP per capita (current US$),2020,23027.0269956294
Eswatini,GDP per capita (current US$),2016,3425.53195692846
Eswatini,GDP per capita (current US$),2017,3914.41848379603
Eswatini,GDP per capita (current US$),2018,4105.89368278939
Eswatini,GDP per capita (current US$),2019,3915.64346723669
Eswatini,GDP per capita (current US$),2020,3424.2822122311
Ethiopia,GDP per capita (current US$),2016,717.124869806118
Ethiopia,GDP per capita (current US$),2017,768.523015429372
Ethiopia,GDP per capita (current US$),2018,771.524866349431
Ethiopia,GDP per capita (current US$),2019,855.760885186903
Ethiopia,GDP per capita (current US$),2020,936.340461064749
Faroe Islands,GDP per capita (current US$),2016,56854.102653706
Faroe Islands,GDP per capita (current US$),2017,59993.0906266559
Faroe Islands,GDP per capita (current US$),2018,62918.1461936121
Faroe Islands,GDP per capita (current US$),2019,64225.2649049837
Faroe Islands,GDP per capita (current US$),2020,
Fiji,GDP per capita (current US$),2016,5651.27272132772
Fiji,GDP per capita (current US$),2017,6101.02388950081
Fiji,GDP per capita (current US$),2018,6317.41372015123
Fiji,GDP per capita (current US$),2019,6175.89065331713
Fiji,GDP per capita (current US$),2020,5057.63191261761
Finland,GDP per capita (current US$),2016,43784.2839622098
Finland,GDP per capita (current US$),2017,46297.4963459994
Finland,GDP per capita (current US$),2018,49964.4999098426
Finland,GDP per capita (current US$),2019,48678.3141318652
Finland,GDP per capita (current US$),2020,48773.2811691347
France,GDP per capita (current US$),2016,37037.3741861219
France,GDP per capita (current US$),2017,38685.2584944953
France,GDP per capita (current US$),2018,41572.4850099629
France,GDP per capita (current US$),2019,40578.6442850534
France,GDP per capita (current US$),2020,39030.3603713482
French Polynesia,GDP per capita (current US$),2016,
French Polynesia,GDP per capita (current US$),2017,
French Polynesia,GDP per capita (current US$),2018,
French Polynesia,GDP per capita (current US$),2019,
French Polynesia,GDP per capita (current US$),2020,
Gabon,GDP per capita (current US$),2016,6984.41971208387
Gabon,GDP per capita (current US$),2017,7230.43491161979
Gabon,GDP per capita (current US$),2018,7959.00726736376
Gabon,GDP per capita (current US$),2019,7766.99655422948
Gabon,GDP per capita (current US$),2020,6881.71519231831
"Gambia, The",GDP per capita (current US$),2016,690.780493152792
"Gambia, The",GDP per capita (current US$),2017,679.75507172296
"Gambia, The",GDP per capita (current US$),2018,732.720727318856
"Gambia, The",GDP per capita (current US$),2019,772.045914215139
"Gambia, The",GDP per capita (current US$),2020,773.002070135524
Georgia,GDP per capita (current US$),2016,4062.16988757379
Georgia,GDP per capita (current US$),2017,4357.00093554628
Georgia,GDP per capita (current US$),2018,4722.78778321766
Georgia,GDP per capita (current US$),2019,4697.98365238984
Georgia,GDP per capita (current US$),2020,4266.69079450924
Germany,GDP per capita (current US$),2016,42107.5172703074
Germany,GDP per capita (current US$),2017,44542.2952040833
Germany,GDP per capita (current US$),2018,47950.1808142041
Germany,GDP per capita (current US$),2019,46794.8992915603
Germany,GDP per capita (current US$),2020,46208.4294717472
Ghana,GDP per capita (current US$),2016,1971.95693464599
Ghana,GDP per capita (current US$),2017,2074.29073272269
Ghana,GDP per capita (current US$),2018,2260.86056729337
Ghana,GDP per capita (current US$),2019,2246.62557816432
Ghana,GDP per capita (current US$),2020,2205.5290158584
Gibraltar,GDP per capita (current US$),2016,
Gibraltar,GDP per capita (current US$),2017,
Gibraltar,GDP per capita (current US$),2018,
Gibraltar,GDP per capita (current US$),2019,
Gibraltar,GDP per capita (current US$),2020,
Greece,GDP per capita (current US$),2016,17911.7993774946
Greece,GDP per capita (current US$),2017,18536.1907178433
Greece,GDP per capita (current US$),2018,19747.3425837935
Greece,GDP per capita (current US$),2019,19133.7577636254
Greece,GDP per capita (current US$),2020,17622.5410033504
Greenland,GDP per capita (current US$),2016,48181.874188064
Greenland,GDP per capita (current US$),2017,50765.6956477233
Greenland,GDP per capita (current US$),2018,54270.8223055238
Greenland,GDP per capita (current US$),2019,53041.303310196
Greenland,GDP per capita (current US$),2020,
Grenada,GDP per capita (current US$),2016,9628.2591689029
Grenada,GDP per capita (current US$),2017,10152.8328118872
Grenada,GDP per capita (current US$),2018,10466.8822111958
Grenada,GDP per capita (current US$),2019,10827.4352905074
Grenada,GDP per capita (current US$),2020,9261.55187617696
Guam,GDP per capita (current US$),2016,36214.0069224538
Guam,GDP per capita (current US$),2017,36601.9198811792
Guam,GDP per capita (current US$),2018,36556.6749110213
Guam,GDP per capita (current US$),2019,38040.5869870588
Guam,GDP per capita (current US$),2020,34624.3401290414
Guatemala,GDP per capita (current US$),2016,4173.30166619474
Guatemala,GDP per capita (current US$),2017,4454.04814983548
Guatemala,GDP per capita (current US$),2018,4478.42464550944
Guatemala,GDP per capita (current US$),2019,4638.63494319511
Guatemala,GDP per capita (current US$),2020,4603.33961670975
Guinea,GDP per capita (current US$),2016,732.291511901662
Guinea,GDP per capita (current US$),2017,855.575270552124
Guinea,GDP per capita (current US$),2018,955.111281136711
Guinea,GDP per capita (current US$),2019,1058.14336817356
Guinea,GDP per capita (current US$),2020,1194.03786469445
Guinea-Bissau,GDP per capita (current US$),2016,661.457838679603
Guinea-Bissau,GDP per capita (current US$),2017,738.549944890782
Guinea-Bissau,GDP per capita (current US$),2018,802.767385116156
Guinea-Bissau,GDP per capita (current US$),2019,749.453747028806
Guinea-Bissau,GDP per capita (current US$),2020,727.520171719562
Guyana,GDP per capita (current US$),2016,5811.39792362577
Guyana,GDP per capita (current US$),2017,6124.95366998759
Guyana,GDP per capita (current US$),2018,6145.81927664377
Guyana,GDP per capita (current US$),2019,6609.51127954588
Guyana,GDP per capita (current US$),2020,6955.93921717789
Haiti,GDP per capita (current US$),2016,1290.38050812318
Haiti,GDP per capita (current US$),2017,1369.06373395137
Haiti,GDP per capita (current US$),2018,1479.3458268885
Haiti,GDP per capita (current US$),2019,1312.77063606676
Haiti,GDP per capita (current US$),2020,1272.36799204205
Honduras,GDP per capita (current US$),2016,2326.29727827042
Honduras,GDP per capita (current US$),2017,2436.6716359867
Honduras,GDP per capita (current US$),2018,2492.86896769136
Honduras,GDP per capita (current US$),2019,2556.45689068459
Honduras,GDP per capita (current US$),2020,2389.012430771
"Hong Kong SAR, China",GDP per capita (current US$),2016,43731.1068245299
"Hong Kong SAR, China",GDP per capita (current US$),2017,46165.8565115953
"Hong Kong SAR, China",GDP per capita (current US$),2018,48542.6818699161
"Hong Kong SAR, China",GDP per capita (current US$),2019,48354.473367413
"Hong Kong SAR, China",GDP per capita (current US$),2020,46323.8634424384
Hungary,GDP per capita (current US$),2016,13107.3779137744
Hungary,GDP per capita (current US$),2017,14623.6966492311
Hungary,GDP per capita (current US$),2018,16427.3727611478
Hungary,GDP per capita (current US$),2019,16735.6597794761
Hungary,GDP per capita (current US$),2020,15980.740889649
Iceland,GDP per capita (current US$),2016,61987.9263620283
Iceland,GDP per capita (current US$),2017,72010.1490316258
Iceland,GDP per capita (current US$),2018,74469.8040591559
Iceland,GDP per capita (current US$),2019,68941.4622272394
Iceland,GDP per capita (current US$),2020,59270.1800510483
India,GDP per capita (current US$),2016,1732.55424231659
India,GDP per capita (current US$),2017,1980.66701982802
India,GDP per capita (current US$),2018,1996.91508739789
India,GDP per capita (current US$),2019,2100.75146060805
India,GDP per capita (current US$),2020,1927.70782309335
Indonesia,GDP per capita (current US$),2016,3562.81633352183
Indonesia,GDP per capita (current US$),2017,3837.57802362633
Indonesia,GDP per capita (current US$),2018,3893.85957814877
Indonesia,GDP per capita (current US$),2019,4135.20153132694
Indonesia,GDP per capita (current US$),2020,3869.58842704537
"Iran, Islamic Rep.",GDP per capita (current US$),2016,5253.42656033356
"Iran, Islamic Rep.",GDP per capita (current US$),2017,5520.31478213998
"Iran, Islamic Rep.",GDP per capita (current US$),2018,3598.48345396129
"Iran, Islamic Rep.",GDP per capita (current US$),2019,3114.62275284063
"Iran, Islamic Rep.",GDP per capita (current US$),2020,2422.48065682777
Iraq,GDP per capita (current US$),2016,4550.65863784829
Iraq,GDP per capita (current US$),2017,4985.45287942996
Iraq,GDP per capita (current US$),2018,5915.85085369644
Iraq,GDP per capita (current US$),2019,5980.6269179797
Iraq,GDP per capita (current US$),2020,4145.86293637602
Ireland,GDP per capita (current US$),2016,62818.9663649805
Ireland,GDP per capita (current US$),2017,69601.683881773
Ireland,GDP per capita (current US$),2018,79068.9746116787
Ireland,GDP per capita (current US$),2019,80886.6157387104
Ireland,GDP per capita (current US$),2020,85267.7647437582
Isle of Man,GDP per capita (current US$),2016,82197.12677026
Isle of Man,GDP per capita (current US$),2017,83477.834285154
Isle of Man,GDP per capita (current US$),2018,89112.6677158571
Isle of Man,GDP per capita (current US$),2019,86481.5525905339
Isle of Man,GDP per capita (current US$),2020,
Israel,GDP per capita (current US$),2016,37330.261796968
Israel,GDP per capita (current US$),2017,40774.1296073227
Israel,GDP per capita (current US$),2018,42063.4531274811
Israel,GDP per capita (current US$),2019,43951.2477305677
Israel,GDP per capita (current US$),2020,44168.9436355026
Italy,GDP per capita (current US$),2016,30939.7142462298
Italy,GDP per capita (current US$),2017,32326.6742113994
Italy,GDP per capita (current US$),2018,34605.2627252058
Italy,GDP per capita (current US$),2019,33641.6337513622
Italy,GDP per capita (current US$),2020,31714.2209467105
Jamaica,GDP per capita (current US$),2016,4843.74989999401
Jamaica,GDP per capita (current US$),2017,5070.0995030616
Jamaica,GDP per capita (current US$),2018,5359.99378939638
Jamaica,GDP per capita (current US$),2019,5369.4983713849
Jamaica,GDP per capita (current US$),2020,4664.53024222133
Japan,GDP per capita (current US$),2016,39400.7393559257
Japan,GDP per capita (current US$),2017,38891.0862716856
Japan,GDP per capita (current US$),2018,39808.1685608793
Japan,GDP per capita (current US$),2019,40777.6086970512
Japan,GDP per capita (current US$),2020,40193.2524448357
Jordan,GDP per capita (current US$),2016,4175.35660192301
Jordan,GDP per capita (current US$),2017,4231.51827999134
Jordan,GDP per capita (current US$),2018,4308.1510738997
Jordan,GDP per capita (current US$),2019,4405.48710929391
Jordan,GDP per capita (current US$),2020,4282.76582461621
Kazakhstan,GDP per capita (current US$),2016,7714.84184376024
Kazakhstan,GDP per capita (current US$),2017,9247.58133129626
Kazakhstan,GDP per capita (current US$),2018,9812.62637077396
Kazakhstan,GDP per capita (current US$),2019,9812.5958082732
Kazakhstan,GDP per capita (current US$),2020,9122.23343021644
Kenya,GDP per capita (current US$),2016,1525.23519224992
Kenya,GDP per capita (current US$),2017,1633.49121639293
Kenya,GDP per capita (current US$),2018,1794.0911754468
Kenya,GDP per capita (current US$),2019,1912.64786680344
Kenya,GDP per capita (current US$),2020,1878.58070251348
Kiribati,GDP per capita (current US$),2016,1584.73801506175
Kiribati,GDP per capita (current US$),2017,1640.57120522974
Kiribati,GDP per capita (current US$),2018,1727.84500131644
Kiribati,GDP per capita (current US$),2019,1601.86186855285
Kiribati,GDP per capita (current US$),2020,1653.54029724315
"Korea, Dem. People's Rep.",GDP per capita (current US$),2016,
"Korea, Dem. People's Rep.",GDP per capita (current US$),2017,
"Korea, Dem. People's Rep.",GDP per capita (current US$),2018,
"Korea, Dem. People's Rep.",GDP per capita (current US$),2019,
"Korea, Dem. People's Rep.",GDP per capita (current US$),2020,
"Korea, Rep.",GDP per capita (current US$),2016,29288.8704389833
"Korea, Rep.",GDP per capita (current US$),2017,31616.8434004683
"Korea, Rep.",GDP per capita (current US$),2018,33422.9442100836
"Korea, Rep.",GDP per capita (current US$),2019,31936.7963534728
"Korea, Rep.",GDP per capita (current US$),2020,31631.4694509866
Kosovo,GDP per capita (current US$),2016,3759.56024604446
Kosovo,GDP per capita (current US$),2017,4009.38098680368
Kosovo,GDP per capita (current US$),2018,4384.0488917319
Kosovo,GDP per capita (current US$),2019,4416.10835754636
Kosovo,GDP per capita (current US$),2020,4346.63793069721
Kuwait,GDP per capita (current US$),2016,27653.1576200281
Kuwait,GDP per capita (current US$),2017,29759.4674745278
Kuwait,GDP per capita (current US$),2018,33399.0604365842
Kuwait,GDP per capita (current US$),2019,32373.2511220507
Kuwait,GDP per capita (current US$),2020,24811.7697100231
Kyrgyz Republic,GDP per capita (current US$),2016,1120.66651300848
Kyrgyz Republic,GDP per capita (current US$),2017,1242.76964282023
Kyrgyz Republic,GDP per capita (current US$),2018,1308.14016549619
Kyrgyz Republic,GDP per capita (current US$),2019,1374.03210467421
Kyrgyz Republic,GDP per capita (current US$),2020,1173.61130419926
Lao PDR,GDP per capita (current US$),2016,2324.40091700425
Lao PDR,GDP per capita (current US$),2017,2455.21155944893
Lao PDR,GDP per capita (current US$),2018,2569.09389217251
Lao PDR,GDP per capita (current US$),2019,2635.80001503359
Lao PDR,GDP per capita (current US$),2020,2629.71458287115
Latvia,GDP per capita (current US$),2016,14322.0226779514
Latvia,GDP per capita (current US$),2017,15656.3474910518
Latvia,GDP per capita (current US$),2018,17856.3071171976
Latvia,GDP per capita (current US$),2019,17926.841589919
Latvia,GDP per capita (current US$),2020,17726.2529351368
Lebanon,GDP per capita (current US$),2016,7653.73362998424
Lebanon,GDP per capita (current US$),2017,7819.60467019649
Lebanon,GDP per capita (current US$),2018,8058.44433692324
Lebanon,GDP per capita (current US$),2019,7578.17236808171
Lebanon,GDP per capita (current US$),2020,4649.54764607837
Lesotho,GDP per capita (current US$),2016,1018.93109291945
Lesotho,GDP per capita (current US$),2017,1102.94441037887
Lesotho,GDP per capita (current US$),2018,1192.4843195181
Lesotho,GDP per capita (current US$),2019,1113.37214033581
Lesotho,GDP per capita (current US$),2020,875.353432963926
Liberia,GDP per capita (current US$),2016,740.914906030102
Liberia,GDP per capita (current US$),2017,721.085044013216
Liberia,GDP per capita (current US$),2018,710.265998419581
Liberia,GDP per capita (current US$),2019,672.340499220841
Liberia,GDP per capita (current US$),2020,632.93638561735
Libya,GDP per capita (current US$),2016,4035.19680169994
Libya,GDP per capita (current US$),2017,5756.69932474775
Libya,GDP per capita (current US$),2018,7877.12460954542
Libya,GDP per capita (current US$),2019,7685.94813248318
Libya,GDP per capita (current US$),2020,3699.29476514318
Liechtenstein,GDP per capita (current US$),2016,165642.386275555
Liechtenstein,GDP per capita (current US$),2017,171253.964253797
Liechtenstein,GDP per capita (current US$),2018,180366.715197575
Liechtenstein,GDP per capita (current US$),2019,175813.875592058
Liechtenstein,GDP per capita (current US$),2020,
Lithuania,GDP per capita (current US$),2016,14998.1250595137
Lithuania,GDP per capita (current US$),2017,16843.699654691
Lithuania,GDP per capita (current US$),2018,19176.812150505
Lithuania,GDP per capita (current US$),2019,19575.768481407
Lithuania,GDP per capita (current US$),2020,20233.6413480843
Luxembourg,GDP per capita (current US$),2016,106826.726448542
Luxembourg,GDP per capita (current US$),2017,109921.031443585
Luxembourg,GDP per capita (current US$),2018,117197.48169363
Luxembourg,GDP per capita (current US$),2019,113218.713349678
Luxembourg,GDP per capita (current US$),2020,116014.602496869
"Macao SAR, China",GDP per capita (current US$),2016,73545.758237307
"Macao SAR, China",GDP per capita (current US$),2017,81019.4737666593
"Macao SAR, China",GDP per capita (current US$),2018,87526.0799912635
"Macao SAR, China",GDP per capita (current US$),2019,86197.3656943949
"Macao SAR, China",GDP per capita (current US$),2020,39403.1359073362
Madagascar,GDP per capita (current US$),2016,475.955556826336
Madagascar,GDP per capita (current US$),2017,515.293323373233
Madagascar,GDP per capita (current US$),2018,523.94597141966
Madagascar,GDP per capita (current US$),2019,522.989524271408
Madagascar,GDP per capita (current US$),2020,471.491496300252
Malawi,GDP per capita (current US$),2016,315.777987100071
Malawi,GDP per capita (current US$),2017,506.137294436399
Malawi,GDP per capita (current US$),2018,544.593435393373
Malawi,GDP per capita (current US$),2019,591.846389556646
Malawi,GDP per capita (current US$),2020,636.820536833847
Malaysia,GDP per capita (current US$),2016,9817.78709031009
Malaysia,GDP per capita (current US$),2017,10259.3048064811
Malaysia,GDP per capita (current US$),2018,11380.0820900475
Malaysia,GDP per capita (current US$),2019,11432.8229973018
Malaysia,GDP per capita (current US$),2020,10412.3489834381
Maldives,GDP per capita (current US$),2016,9209.44356385479
Maldives,GDP per capita (current US$),2017,9577.34694587865
Maldives,GDP per capita (current US$),2018,10279.0799751619
Maldives,GDP per capita (current US$),2019,10561.6135113508
Maldives,GDP per capita (current US$),2020,6924.10574465625
Mali,GDP per capita (current US$),2016,780.723569528087
Mali,GDP per capita (current US$),2017,830.021515346886
Mali,GDP per capita (current US$),2018,894.804776510366
Mali,GDP per capita (current US$),2019,879.043187300812
Mali,GDP per capita (current US$),2020,862.453018770252
Malta,GDP per capita (current US$),2016,25741.4460613677
Malta,GDP per capita (current US$),2017,28250.6977747589
Malta,GDP per capita (current US$),2018,30672.2922439038
Malta,GDP per capita (current US$),2019,30186.1959621979
Malta,GDP per capita (current US$),2020,27884.6428274251
Marshall Islands,GDP per capita (current US$),2016,3490.99838885713
Marshall Islands,GDP per capita (current US$),2017,3672.57678328424
Marshall Islands,GDP per capita (current US$),2018,3793.55098267479
Marshall Islands,GDP per capita (current US$),2019,4073.10982973584
Marshall Islands,GDP per capita (current US$),2020,4129.850998412
Mauritania,GDP per capita (current US$),2016,1536.85488788877
Mauritania,GDP per capita (current US$),2017,1587.61126325063
Mauritania,GDP per capita (current US$),2018,1670.2041645288
Mauritania,GDP per capita (current US$),2019,1743.30290093768
Mauritania,GDP per capita (current US$),2020,1701.99116304908
Mauritius,GDP per capita (current US$),2016,9681.61856689674
Mauritius,GDP per capita (current US$),2017,10484.9083620411
Mauritius,GDP per capita (current US$),2018,11208.3438184474
Mauritius,GDP per capita (current US$),2019,11097.168977137
Mauritius,GDP per capita (current US$),2020,8627.84315711981
Mexico,GDP per capita (current US$),2016,8744.51555912786
Mexico,GDP per capita (current US$),2017,9287.84958732302
Mexico,GDP per capita (current US$),2018,9686.98492655586
Mexico,GDP per capita (current US$),2019,9950.45008048459
Mexico,GDP per capita (current US$),2020,8329.27131263927
"Micronesia, Fed. Sts.",GDP per capita (current US$),2016,3014.70035839042
"Micronesia, Fed. Sts.",GDP per capita (current US$),2017,3289.64211697365
"Micronesia, Fed. Sts.",GDP per capita (current US$),2018,3568.291015625
"Micronesia, Fed. Sts.",GDP per capita (current US$),2019,3585.39244888455
"Micronesia, Fed. Sts.",GDP per capita (current US$),2020,3565.293294268
Moldova,GDP per capita (current US$),2016,2880.43928129296
Moldova,GDP per capita (current US$),2017,3509.69345025814
Moldova,GDP per capita (current US$),2018,4230.3630367862
Moldova,GDP per capita (current US$),2019,4491.6888269382
Moldova,GDP per capita (current US$),2020,4547.05972064671
Monaco,GDP per capita (current US$),2016,170028.655717864
Monaco,GDP per capita (current US$),2017,167517.059727856
Monaco,GDP per capita (current US$),2018,185978.609251356
Monaco,GDP per capita (current US$),2019,190512.737442436
Monaco,GDP per capita (current US$),2020,
Mongolia,GDP per capita (current US$),2016,3658.39030030916
Mongolia,GDP per capita (current US$),2017,3687.10000337811
Mongolia,GDP per capita (current US$),2018,4156.8469697802
Mongolia,GDP per capita (current US$),2019,4404.84583020208
Mongolia,GDP per capita (current US$),2020,4060.95051770038
Montenegro,GDP per capita (current US$),2016,7028.93657685094
Montenegro,GDP per capita (current US$),2017,7784.06528996557
Montenegro,GDP per capita (current US$),2018,8845.91421887296
Montenegro,GDP per capita (current US$),2019,8910.65083414613
Montenegro,GDP per capita (current US$),2020,7677.15222569996
Morocco,GDP per capita (current US$),2016,2896.72219562665
Morocco,GDP per capita (current US$),2017,3035.45443323105
Morocco,GDP per capita (current US$),2018,3226.98279356862
Morocco,GDP per capita (current US$),2019,3230.40972230151
Morocco,GDP per capita (current US$),2020,3009.24945958152
Mozambique,GDP per capita (current US$),2016,428.926672944529
Mozambique,GDP per capita (current US$),2017,461.415094120589
Mozambique,GDP per capita (current US$),2018,503.317925171139
Mozambique,GDP per capita (current US$),2019,506.641639083046
Mozambique,GDP per capita (current US$),2020,448.544280704982
Myanmar,GDP per capita (current US$),2016,1136.61066545868
Myanmar,GDP per capita (current US$),2017,1151.11446155062
Myanmar,GDP per capita (current US$),2018,1250.17369130663
Myanmar,GDP per capita (current US$),2019,1271.1115749486
Myanmar,GDP per capita (current US$),2020,1467.60428115143
Namibia,GDP per capita (current US$),2016,4546.98668754958
Namibia,GDP per capita (current US$),2017,5367.11467444788
Namibia,GDP per capita (current US$),2018,5588.39286411942
Namibia,GDP per capita (current US$),2019,5009.68590391401
Namibia,GDP per capita (current US$),2020,4179.27806560875
Nauru,GDP per capita (current US$),2016,9521.04210071383
Nauru,GDP per capita (current US$),2017,10339.385479551
Nauru,GDP per capita (current US$),2018,11614.665076832
Nauru,GDP per capita (current US$),2019,11029.7355824213
Nauru,GDP per capita (current US$),2020,10580.2681883905
Nepal,GDP per capita (current US$),2016,899.523581017634
Nepal,GDP per capita (current US$),2017,1048.45375534427
Nepal,GDP per capita (current US$),2018,1178.52593245237
Nepal,GDP per capita (current US$),2019,1194.95687572575
Nepal,GDP per capita (current US$),2020,1155.14285440358
Netherlands,GDP per capita (current US$),2016,46007.8529206547
Netherlands,GDP per capita (current US$),2017,48554.9922761756
Netherlands,GDP per capita (current US$),2018,53018.6293562696
Netherlands,GDP per capita (current US$),2019,52476.2732533327
Netherlands,GDP per capita (current US$),2020,52397.1167129558
New Caledonia,GDP per capita (current US$),2016,32391.1972180394
New Caledonia,GDP per capita (current US$),2017,33976.5555540689
New Caledonia,GDP per capita (current US$),2018,36382.487655681
New Caledonia,GDP per capita (current US$),2019,34788.529281587
New Caledonia,GDP per capita (current US$),2020,
New Zealand,GDP per capita (current US$),2016,40080.4941137172
New Zealand,GDP per capita (current US$),2017,42992.8952738896
New Zealand,GDP per capita (current US$),2018,43306.0700032372
New Zealand,GDP per capita (current US$),2019,42755.2162634522
New Zealand,GDP per capita (current US$),2020,41441.4666667011
Nicaragua,GDP per capita (current US$),2016,2107.5740596602
Nicaragua,GDP per capita (current US$),2017,2159.15671369193
Nicaragua,GDP per capita (current US$),2018,2014.57518879047
Nicaragua,GDP per capita (current US$),2019,1926.69969398276
Nicaragua,GDP per capita (current US$),2020,1905.26115155921
Niger,GDP per capita (current US$),2016,500.214911266535
Niger,GDP per capita (current US$),2017,517.771572271371
Niger,GDP per capita (current US$),2018,570.723921953592
Niger,GDP per capita (current US$),2019,554.099389259855
Niger,GDP per capita (current US$),2020,567.669892261611
Nigeria,GDP per capita (current US$),2016,2176.00277201515
Nigeria,GDP per capita (current US$),2017,1968.56539847444
Nigeria,GDP per capita (current US$),2018,2027.77854863842
